,bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
10,Bear15,2,431.2343736,39.11578965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,349,0.64,0.46,1.1,0.418181818,86.44803352,24.52901343,121.2284278,104.0312453,"(1128, 1239)","(1065, 1095)",288,325,0.74,0.52,1.26,0.412698413,114.0411439,11.66726189,124.7578955,92.89315541,"(1008, 1242)","(900, 1065)"
11,Bear8,1,286.1786942,47.62186998,,13,,,,,,,,,"(750, 768)",,39,52,0.26,0.5,0.76,0.657894737,34.68926347,11.66726189,22.19847968,30.23926402,"(852, 858)","(795, 885)",35,51,0.32,1.1,1.42,0.774647887,57.39533953,14.94138548,86.19572205,60.03021333,"(738, 774)","(639, 807)",,10,,,,,,,,,"(693, 927)",,20,35,0.3,0.98,1.28,0.765625,56.48690114,23.62440475,87.71422348,38.45643112,"(591, 819)","(489, 831)",19,29,0.2,1.08,1.28,0.84375,67.67011896,22.44242634,81.92046448,38.45643112,"(627, 963)","(504, 966)",6,23,0.34,0.62,0.96,0.645833333,38.09320806,14.85,59.42291225,59.06601345,"(393, 870)","(324, 864)",31,59,0.56,0.38,0.94,0.404255319,52.8,5.949159605,51.57404871,44.40645225,"(480, 942)","(384, 942)"
12,Bear8,1,286.1786942,47.62186998,52,67,0.3,1.06,1.36,0.779411765,70.96918345,16.82676439,88.85521932,48.84684784,"(894, 780)","(765, 777)",77,81,0.08,0.52,0.6,0.866666667,15.21224835,36.33748065,57.77356662,72.81011262,"(882, 885)","(855, 879)",106,121,0.3,0.74,1.04,0.711538462,71.25631551,14.85,77.0392757,73.59897032,"(894, 759)","(765, 771)",59,76,0.34,0.9,1.24,0.725806452,57.27663136,18.81289451,71.42804071,53.57396214,"(822, 909)","(720, 930)",84,101,0.34,0.74,1.08,0.685185185,64.18054612,23.33452378,82.56597362,81.20250274,"(744, 774)","(633, 810)",83,101,0.36,0.94,1.3,0.723076923,59.49159605,16.58229477,84.29546251,78.45653265,"(768, 915)","(666, 951)",54,78,0.48,0.56,1.04,0.538461538,44.58054508,20.67444074,60.51249871,63.87664717,"(501, 867)","(420, 870)",78,107,0.58,0.3,0.88,0.340909091,46.3177072,12.56602562,70.87321426,49.64325861,"(573, 930)","(489, 936)"
13,Bear8,1,286.1786942,47.62186998,120,140,0.4,0.76,1.16,0.655172414,72.0730879,10.43551628,81.45386731,74.83572973,"(1050, 738)","(924, 774)",107,119,0.24,0.52,0.76,0.684210526,21.45,10.03655817,85.57759637,76.75830191,"(987, 882)","(948, 882)",158,177,0.38,0.78,1.16,0.672413793,62.46072766,15.21224835,82.20246347,76.99451102,"(1032, 735)","(921, 759)",121,134,0.26,1,1.26,0.793650794,54.42499426,28.81601117,94.06447257,82.04143152,"(951, 894)","(855, 918)",138,157,0.38,0.88,1.26,0.698412698,59.76554191,11.55,80.90049444,76.67147279,"(894, 768)","(786, 780)",148,165,0.34,0.76,1.1,0.690909091,67.73043998,10.43551628,67.97118875,74.72951224,"(921, 906)","(798, 912)",106,126,0.4,0.42,0.82,0.512195122,41.28298681,15.65327442,53.03152364,71.14184079,"(609, 846)","(534, 849)",122,155,0.66,0.36,1.02,0.352941176,58.59242699,10.03655817,56.02715859,85.10730048,"(699, 903)","(594, 921)"
14,Bear8,1,286.1786942,47.62186998,178,196,0.36,0.74,1.1,0.672727273,72.1674615,14.94138548,73.27189093,70.56380092,"(1197, 720)","(1068, 744)",145,178,0.66,0.82,1.48,0.554054054,75.70246033,23.1,84.21468102,72.5947405,"(1134, 831)","(1005, 879)",216,231,0.3,0.96,1.26,0.761904762,67.00300366,12.56602562,80.90049444,52.52806722,"(1179, 708)","(1059, 729)",184,197,0.26,0.82,1.08,0.759259259,65.27413347,16.33416665,74.26833107,59.66162947,"(1116, 849)","(1002, 882)",201,217,0.32,0.74,1.06,0.698113208,69.63312789,16.5,77.70781814,54.6809006,"(1038, 738)","(915, 768)",203,217,0.28,0.84,1.12,0.75,57.84420887,28.48341623,76.06124177,51.75156664,"(1044, 894)","(939, 900)",147,166,0.38,0.5,0.88,0.568181818,37.95,19.24214125,78.17936109,80.53774348,"(705, 837)","(636, 837)",173,197,0.48,0.4,0.88,0.454545455,46.02287475,14.94138548,71.02670273,89.72614586,"(798, 879)","(717, 900)"
15,Bear8,1,286.1786942,47.62186998,233,252,0.38,0.86,1.24,0.693548387,58.89367538,18.81289451,81.25307686,76.21937342,"(1329, 702)","(1224, 723)",219,232,0.26,0.54,0.8,0.675,61.13912414,8.25,86.62107134,41.25,"(1287, 825)","(1176, 831)",279,291,0.24,0.86,1.1,0.781818182,70.96918345,14.75804865,77.28625363,75.49337719,"(1323, 678)","(1200, 717)",238,254,0.32,0.82,1.14,0.719298246,64.07440987,15.21224835,86.1325287,79.72359626,"(1251, 846)","(1137, 870)",254,273,0.38,0.88,1.26,0.698412698,66.04123712,16.25061537,72.03530384,71.78531943,"(1179, 729)","(1062, 756)",259,273,0.28,0.84,1.12,0.75,47.62186998,23.33452378,93.91964651,67.18890898,"(1179, 864)","(1095, 885)",191,222,0.62,0.32,0.94,0.340425532,61.05,8.25,50.48029318,42.45550623,"(846, 819)","(735, 819)",217,244,0.54,0.46,1,0.46,56.31795895,8.413382197,61.60491052,44.55,"(927, 873)","(825, 882)"
16,Bear8,1,286.1786942,47.62186998,295,309,0.28,0.72,1,0.72,63.15427539,7.000357134,76.06124177,69.39814479,"(1464, 642)","(1356, 681)",259,287,0.56,0.7,1.26,0.555555556,78.80369598,11.89831921,84.32775344,91.94685071,"(1437, 777)","(1302, 825)",334,344,0.2,0.8,1,0.8,62.83012812,6.6,77.56755121,65.27413347,"(1458, 639)","(1347, 666)",295,310,0.3,0.56,0.86,0.651162791,71.08417545,6.6,79.83340466,65.5702613,"(1398, 792)","(1278, 840)",317,333,0.32,0.68,1,0.68,55.83245024,17.77104386,85.05105819,56.39042472,"(1302, 684)","(1206, 717)",315,332,0.34,0.78,1.12,0.696428571,71.08417545,18.22484568,89.31363278,79.6762447,"(1341, 810)","(1221, 858)",238,263,0.5,0.44,0.94,0.468085106,49.52749237,19.24214125,80.36025137,68.54740407,"(936, 801)","(846, 804)",267,295,0.56,0.26,0.82,0.317073171,53.21090114,13.30272528,54.84854146,78.26895868,"(1038, 858)","(942, 870)"
17,Bear8,1,286.1786942,47.62186998,345,359,0.28,0.86,1.14,0.754385965,69.5548884,5.949159605,61.40572042,70.58054671,"(1590, 585)","(1473, 633)",322,338,0.32,0.8,1.12,0.714285714,72.44984472,10.43551628,95.48639956,43.32853202,"(1569, 699)","(1455, 765)",384,399,0.3,0.62,0.92,0.673913043,71.58033948,12.88691197,56.82327868,92.3249442,"(1587, 582)","(1470, 639)",338,363,0.5,0.74,1.24,0.596774194,73.5870403,6.803124282,99.27461911,75.51924187,"(1536, 747)","(1410, 792)",367,383,0.32,0.68,1,0.68,67.32727902,9.333809512,76.70281937,72.0730879,"(1449, 636)","(1332, 672)",371,390,0.38,0.54,0.92,0.586956522,71.23720938,8.413382197,84.13382197,59.15760245,"(1500, 777)","(1374, 807)",285,316,0.62,0.32,0.94,0.340425532,61.64908758,9.9,68.37055287,88.34331374,"(1074, 753)","(966, 783)",308,331,0.46,0.34,0.8,0.425,45.30744972,13.2,74.8343671,67.18180208,"(1131, 822)","(1050, 837)"
18,Bear8,1,286.1786942,47.62186998,402,415,0.26,0.48,0.74,0.648648649,59.07829551,20.40937285,77.05016944,120.6735003,"(1686, 528)","(1599, 591)",378,402,0.48,0.32,0.8,0.4,102.0468642,0,74.99789997,107.0912286,"(1734, 645)","(1563, 717)",430,,,,,,,,,,,"(1605, 567)",400,416,0.32,0.48,0.8,0.6,92.53249429,0,84.16689947,111.6229878,"(1704, 681)","(1548, 744)",417,,,,,,,,,,,"(1461, 624)",417,,,,,,,,,,,"(1503, 762)",332,359,0.54,0.32,0.86,0.372093023,58.59242699,0,47.62186998,56.42785565,"(1197, 735)","(1092, 753)",348,382,0.68,0.36,1.04,0.346153846,62.11104974,13.30272528,76.43614982,77.36713774,"(1263, 789)","(1155, 822)"
19,Bear8,1,286.1786942,47.62186998,439,,,,,,,,,,,"(1722, 519)",418,,,,,,,,,,,"(1734, 645)",,,,,,,,,,,,,440,,,,,,,,,,,"(1704, 681)",,,,,,,,,,,,,,,,,,,,,,,,,375,401,0.52,0.34,0.86,0.395348837,47.62186998,9.621070626,59.23936613,99.61974757,"(1281, 714)","(1197, 735)",400,,,,,,,,,,,"(1287, 792)"
20,Bear8,1,286.1786942,47.62186998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,431,0.26,0.24,0.5,0.48,50.18279087,15.21224835,61.91318102,97.94942573,"(1386, 690)","(1296, 705)",,,,,,,,,,,,
21,Bear8,1,286.1786942,47.62186998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,"(1407, 672)",,,,,,,,,,,,
22,Bear18,1,404.6572438,42.93171904,,345,,,,,,,,,"(1038, 663)",,372,383,0.22,0.86,1.08,0.796296296,73.66099714,28.81601117,84.55344464,123.1733823,"(930, 792)","(894, 663)",374,386,0.24,1.8,2.04,0.882352941,84.84273687,42.42136844,132.9965507,56.64652625,"(1068, 648)","(1032, 498)",340,358,0.36,0.88,1.24,0.709677419,69.39814479,10.03655817,116.9173747,96.72609692,"(870, 561)","(831, 441)",403,421,0.36,2.2,2.56,0.859375,109.0623789,160.3558932,253.8266387,60.80495652,"(1077, 609)","(1041, 414)",352,375,0.46,1.44,1.9,0.757894737,79.26872019,49.74688432,139.5786875,92.10996229,"(870, 441)","(864, 297)",,342,,,,,,,,,"(999, 21)",,,342,,,,,,,,,"(882, 39)",
23,Bear18,1,404.6572438,42.93171904,386,402,0.32,1.68,2,0.84,91.28840288,28.0984875,103.95,68.79233696,"(1035, 873)","(1053, 708)",426,436,0.2,1.7,1.9,0.894736842,58.0321678,24.36195805,87.57443976,48.82503814,"(945, 945)","(918, 843)",476,486,0.2,0.86,1.06,0.811320755,90.61489944,9.621070626,9.621070626,67.09666491,"(1116, 885)","(1086, 723)",402,418,0.32,2.32,2.64,0.878787879,106.8812893,43.40472325,149.2315315,63.20230415,"(903, 771)","(873, 579)",531,542,0.22,1.26,1.48,0.851351351,99.27461911,17.77104386,114.1485217,77.21596228,"(1029, 1068)","(1095, 900)",447,467,0.4,2.3,2.7,0.851851852,89.84549237,56.12425946,140.4924375,53.58994977,"(900, 693)","(879, 531)",345,364,0.38,0.28,0.66,0.424242424,39.6,16.82676439,71.42804071,117.686023,"(999, 93)","(999, 21)",370,385,0.3,0.28,0.58,0.482758621,52.90302449,13.60624856,84.40842671,128.8050472,"(891, 171)","(885, 75)"
24,Bear18,1,404.6572438,42.93171904,486,497,0.22,1.56,1.78,0.876404494,88.44061567,30.33488091,83.04271491,51.05893244,"(1035, 1062)","(1074, 906)",521,528,0.14,1.2,1.34,0.895522388,64.26532891,30.42449671,146.9982398,71.6510605,"(837, 1062)","(924, 984)",529,532,0.06,0,0.06,0,0,0,99.13740465,0,"(1101, 894)","(1101, 894)",534,550,0.32,1.22,1.54,0.792207792,106.6262632,24.75,121.3619586,74.61636577,"(819, 1029)","(891, 849)",605,,,,,,,,,,,"(1017, 1098)",582,,,,,,,,,,,"(897, 795)",378,401,0.46,0.52,0.98,0.530612245,55.66152172,30.10967452,63.24043406,91.47787027,"(984, 222)","(1005, 123)",399,426,0.54,1.26,1.8,0.7,71.63736804,33.04122425,80.86683498,64.81812161,"(903, 324)","(885, 195)"
25,Bear18,1,404.6572438,42.93171904,575,583,0.16,0.42,0.58,0.724137931,56.70337292,11.55,94.10787693,107.6909098,"(981, 1203)","(996, 1101)",588,602,0.28,0.48,0.76,0.631578947,117.15,6.803124282,92.31156482,92.44198319,"(825, 1329)","(825, 1116)",532,543,0.22,1.48,1.7,0.870588235,99.13740465,34.01562141,107.25,78.65957488,"(1044, 1065)","(1101, 894)",611,,,,,,,,,,,"(819, 1074)",,,,,,,,,,,,,,,,,,,,,,,,,427,445,0.36,0.64,1,0.64,33.40995361,9.9,64.68757609,26.6565658,"(1014, 333)","(993, 276)",489,509,0.4,0.46,0.86,0.534883721,47.85,6.803124282,70.25590722,46.20611873,"(906, 471)","(906, 384)"
26,Bear18,1,404.6572438,42.93171904,604,,,,,,,,,,,"(981, 1224)",626,,,,,,,,,,,"(828, 1341)",617,,,,,,,,,,,"(1020, 1122)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,499,0.44,0.6,1.04,0.576923077,54.84854146,8.413382197,76.43614982,68.38698539,"(1002, 450)","(1014, 351)",532,549,0.34,0.94,1.28,0.734375,63.4767674,29.23807449,106.4218023,78.67506549,"(927, 597)","(909, 483)"
27,Bear18,1,404.6572438,42.93171904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,556,0.54,0.6,1.14,0.526315789,68.03124282,0,66.04123712,80.56006345,"(1035, 585)","(1005, 465)",596,621,0.5,0.22,0.72,0.305555556,77.70781814,0,47.96365812,106.3096238,"(903, 789)","(912, 648)"
28,Bear18,1,404.6572438,42.93171904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,610,0.48,0.18,0.66,0.272727273,66.04123712,13.60624856,79.2,63.73774392,"(1008, 702)","(1035, 585)",632,,,,,,,,,,,"(903, 789)"
29,Bear18,1,404.6572438,42.93171904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,"(1002, 726)",,,,,,,,,,,,
30,Bear18,2,394.0599352,34.80678813,,,,,,,,,,,,,,543,,,,,,,,,"(762, 1143)",,548,557,0.18,1.12,1.3,0.861538462,89.43547954,31.86679306,84.27931241,55.33904375,"(924, 1155)","(1023, 1026)",,,,,,,,,,,,,,546,,,,,,,,,"(1041, 981)",,,,,,,,,,,,,,548,566,0.36,0.56,0.92,0.608695652,43.93463895,14.09760618,41.25,63.61161729,"(1089, 708)","(1134, 642)",,545,,,,,,,,,"(1020, 630)",
31,Bear18,2,394.0599352,34.80678813,,,,,,,,,,,,,581,590,0.18,0.74,0.92,0.804347826,37.62578903,25.18615691,96.46504548,54.54651182,"(639, 1089)","(705, 1071)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Bear5,1,378.7388018,42.16387672,326,342,0.32,1.02,1.34,0.76119403,77.1452202,8.25,110.3034564,70.00270497,"(1260, 1329)","(1167, 1434)",,310,,,,,,,,,"(1323, 1473)",,360,376,0.32,0.9,1.22,0.737704918,92.53249429,7.000357134,133.7416353,94.17816096,"(1212, 1341)","(1104, 1470)",310,337,0.54,1.14,1.68,0.678571429,103.6221019,13.2,109.8954503,72.28598117,"(1293, 1533)","(1179, 1683)",340,363,0.46,1.04,1.5,0.693333333,115.8530319,15.56606887,105.0312811,71.29663386,"(1101, 1485)","(978, 1656)",356,372,0.32,0.86,1.18,0.728813559,91.52667644,5.217758139,106.6517932,83.77002906,"(1278, 1590)","(1185, 1728)",321,350,0.58,0.32,0.9,0.355555556,63.39092995,13.2,67.16533704,71.31171791,"(957, 1800)","(885, 1890)",,314,,,,,,,,,"(1005, 1914)",
33,Bear5,1,378.7388018,42.16387672,393,409,0.32,0.46,0.78,0.58974359,102.0602028,21.0010714,119.0289461,150.3263216,"(1374, 1164)","(1269, 1317)",376,390,0.28,0.64,0.92,0.695652174,107.7438629,10.56515499,114.4343698,107.0091996,"(1443, 1287)","(1353, 1461)",421,425,0.08,0.7,0.78,0.897435897,126.7818599,15.65327442,116.6959511,151.438492,"(1365, 1152)","(1221, 1332)",394,409,0.3,0.5,0.8,0.625,101.6592839,17.53974059,128.5306578,146.5681635,"(1425, 1383)","(1317, 1533)",415,421,0.12,0.52,0.64,0.8125,89.84549237,20.67444074,122.4340026,190.4674362,"(1239, 1353)","(1125, 1470)",415,423,0.16,0.6,0.76,0.789473684,103.6221019,21.51336794,161.2785324,196.8846703,"(1389, 1431)","(1275, 1581)",366,388,0.44,0.34,0.78,0.435897436,55.83245024,5.949159605,59.78831408,107.4065577,"(1014, 1692)","(957, 1776)",343,367,0.48,0.34,0.82,0.414634146,59.81107757,7.379024326,73.95608494,68.41463415,"(1062, 1806)","(1017, 1905)"
