Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,251,1269,432,0.000,0.000,109
1,252,1269,432,0.000,0.000,108
1,253,1269,432,0.000,0.000,112
1,254,1269,432,0.000,0.000,105
1,255,1269,432,0.000,0.000,129
1,256,1269,432,0.000,0.000,119
1,257,1269,432,0.000,0.000,122
1,258,1269,432,0.000,0.000,116
1,259,1269,432,0.000,0.000,120
1,260,1269,432,0.000,0.000,119
1,261,1269,432,0.000,0.000,117
1,262,1269,432,0.000,0.000,103
1,263,1269,432,0.000,0.000,105
1,264,1257,444,2.189,1.095,123
1,265,1257,444,0.000,0.000,120
1,266,1257,444,0.000,0.000,119
1,267,1257,444,0.000,0.000,115
1,268,1257,444,0.000,0.000,103
1,269,1257,444,0.000,0.000,95
1,270,1257,444,0.000,0.000,111
1,271,1257,444,0.000,0.000,115
1,272,1257,444,0.000,0.000,104
1,273,1257,444,0.000,0.000,98
1,274,1257,444,0.000,0.000,102
1,275,1257,444,0.000,0.000,99
1,276,1257,444,0.000,0.000,94
1,277,1257,444,0.000,0.000,97
1,278,1284,465,4.412,2.206,112
1,279,1284,465,0.000,0.000,113
1,280,1284,465,0.000,0.000,111
1,281,1284,465,0.000,0.000,103
1,282,1284,465,0.000,0.000,96
1,283,1305,495,4.724,2.362,110
1,284,1305,495,0.000,0.000,105
1,285,1305,495,0.000,0.000,96
1,286,1323,519,3.870,1.935,112
1,287,1323,519,0.000,0.000,106
1,288,1323,519,0.000,0.000,112
1,289,1323,519,0.000,0.000,106
1,290,1323,519,0.000,0.000,108
1,291,1323,519,0.000,0.000,132
1,292,1323,519,0.000,0.000,126
1,293,1323,519,0.000,0.000,125
1,294,1323,519,0.000,0.000,115
1,295,1323,519,0.000,0.000,112
1,296,1323,519,0.000,0.000,118
1,297,1323,519,0.000,0.000,127
1,298,1323,519,0.000,0.000,127
1,299,1323,519,0.000,0.000,116
1,300,1323,519,0.000,0.000,99
1,301,1323,519,0.000,0.000,106
1,302,1287,519,4.644,2.322,119
1,303,1287,519,0.000,0.000,130
1,304,1287,519,0.000,0.000,126
1,305,1287,519,0.000,0.000,122
1,306,1287,519,0.000,0.000,126
1,307,1287,519,0.000,0.000,122
1,308,1311,519,3.096,1.548,105
1,309,1311,519,0.000,0.000,113
1,310,1311,519,0.000,0.000,110
1,311,1311,519,0.000,0.000,115
1,312,1311,519,0.000,0.000,119
1,313,1311,519,0.000,0.000,125
1,314,1311,519,0.000,0.000,133
1,315,1311,519,0.000,0.000,127
1,316,1311,519,0.000,0.000,119
1,317,1311,519,0.000,0.000,117
1,318,1311,519,0.000,0.000,119
1,319,1311,519,0.000,0.000,117
1,320,1311,519,0.000,0.000,120
1,321,1311,519,0.000,0.000,109
1,322,1317,537,2.448,1.224,133
1,323,1317,537,0.000,0.000,126
1,324,1317,537,0.000,0.000,115
1,325,1317,537,0.000,0.000,124
1,326,1317,537,0.000,0.000,124
1,327,1317,537,0.000,0.000,115
1,328,1317,537,0.000,0.000,110
1,329,1332,549,2.478,1.239,116
1,330,1332,549,0.000,0.000,110
1,331,1332,549,0.000,0.000,106
1,332,1332,549,0.000,0.000,101
1,333,1332,549,0.000,0.000,103
1,334,1332,549,0.000,0.000,109
1,335,1350,546,2.354,1.177,122
1,336,1350,546,0.000,0.000,127
1,337,1350,546,0.000,0.000,119
1,338,1350,546,0.000,0.000,109
1,339,1350,546,0.000,0.000,110
1,340,1350,546,0.000,0.000,105
1,341,1374,537,3.307,1.653,120
1,342,1374,537,0.000,0.000,115
1,343,1374,537,0.000,0.000,115
1,344,1374,537,0.000,0.000,115
1,345,1374,537,0.000,0.000,109
1,346,1374,537,0.000,0.000,104
1,347,1374,537,0.000,0.000,105
1,348,1374,537,0.000,0.000,113
1,349,1374,537,0.000,0.000,103
1,350,1374,537,0.000,0.000,102
1,351,1374,537,0.000,0.000,99
1,352,1389,543,2.084,1.042,112
1,353,1389,543,0.000,0.000,112
1,354,1389,543,0.000,0.000,117
1,355,1389,543,0.000,0.000,123
1,356,1389,543,0.000,0.000,119
1,357,1389,543,0.000,0.000,123
1,358,1389,543,0.000,0.000,113
1,359,1416,537,3.568,1.784,133
1,360,1416,537,0.000,0.000,130
1,361,1416,537,0.000,0.000,119
1,362,1416,537,0.000,0.000,116
1,363,1434,528,2.596,1.298,145
1,364,1434,528,0.000,0.000,140
1,365,1434,528,0.000,0.000,101
1,366,1434,528,0.000,0.000,96
1,367,1443,558,4.040,2.020,132
1,368,1443,558,0.000,0.000,132
1,369,1443,558,0.000,0.000,120
1,370,1443,558,0.000,0.000,119
1,371,1443,558,0.000,0.000,119
1,372,1443,558,0.000,0.000,118
1,373,1452,561,1.224,0.612,119
1,374,1452,561,0.000,0.000,120
1,375,1452,561,0.000,0.000,116
1,376,1452,561,0.000,0.000,125
1,377,1452,561,0.000,0.000,127
1,378,1452,561,0.000,0.000,123
1,379,1452,561,0.000,0.000,127
1,380,1452,561,0.000,0.000,130
1,381,1452,561,0.000,0.000,132
1,382,1452,561,0.000,0.000,130
1,383,1452,561,0.000,0.000,133
1,384,1452,561,0.000,0.000,130
1,385,1452,561,0.000,0.000,111
1,386,1452,561,0.000,0.000,101
1,387,1452,561,0.000,0.000,92
1,388,1455,558,0.547,0.274,91
1,389,1455,558,0.000,0.000,79
1,390,1455,558,0.000,0.000,90
1,391,1455,558,0.000,0.000,89
1,392,1422,546,4.530,2.265,110
1,393,1422,546,0.000,0.000,108
1,394,1422,546,0.000,0.000,104
1,395,1422,546,0.000,0.000,80
1,396,1422,546,0.000,0.000,76
1,397,1422,546,0.000,0.000,80
1,398,1398,555,3.307,1.653,137
1,399,1398,555,0.000,0.000,123
1,400,1398,555,0.000,0.000,111
1,401,1398,555,0.000,0.000,101
1,402,1398,555,0.000,0.000,80
1,403,1410,585,4.168,2.084,109
1,404,1410,585,0.000,0.000,107
1,405,1410,585,0.000,0.000,108
1,406,1410,585,0.000,0.000,106
1,407,1410,585,0.000,0.000,100
1,408,1410,585,0.000,0.000,101
1,409,1410,585,0.000,0.000,101
1,410,1410,585,0.000,0.000,102
1,411,1410,585,0.000,0.000,107
1,412,1410,585,0.000,0.000,107
1,413,1416,567,2.448,1.224,105
1,414,1416,567,0.000,0.000,110
1,415,1416,567,0.000,0.000,113
1,416,1416,567,0.000,0.000,113
1,417,1416,567,0.000,0.000,113
1,418,1416,567,0.000,0.000,115
1,419,1416,567,0.000,0.000,119
1,420,1416,567,0.000,0.000,116
1,421,1416,567,0.000,0.000,112
1,422,1416,567,0.000,0.000,111
1,423,1428,582,2.478,1.239,116
1,424,1428,582,0.000,0.000,109
1,425,1428,582,0.000,0.000,102
1,426,1428,582,0.000,0.000,110
1,427,1428,582,0.000,0.000,103
1,428,1428,582,0.000,0.000,98
1,429,1428,582,0.000,0.000,92
1,430,1428,582,0.000,0.000,80
1,431,1428,582,0.000,0.000,110
1,432,1431,591,1.224,0.612,115
1,433,1431,591,0.000,0.000,110
1,434,1431,591,0.000,0.000,108
1,435,1431,591,0.000,0.000,105
1,436,1431,591,0.000,0.000,106
1,437,1431,591,0.000,0.000,108
1,438,1431,591,0.000,0.000,112
1,439,1431,591,0.000,0.000,110
1,440,1455,585,3.191,1.596,98
1,441,1455,585,0.000,0.000,103
1,442,1455,585,0.000,0.000,104
1,443,1455,585,0.000,0.000,103
1,444,1455,585,0.000,0.000,110
1,445,1455,585,0.000,0.000,106
1,446,1455,585,0.000,0.000,112
1,447,1455,585,0.000,0.000,116
1,448,1455,585,0.000,0.000,115
1,449,1455,585,0.000,0.000,109
1,450,1455,585,0.000,0.000,110
1,451,1455,585,0.000,0.000,103
1,452,1455,585,0.000,0.000,116
1,453,1455,585,0.000,0.000,130
1,454,1455,585,0.000,0.000,133
1,455,1455,585,0.000,0.000,139
1,456,1479,564,4.114,2.057,122
1,457,1479,564,0.000,0.000,122
1,458,1479,564,0.000,0.000,122
1,459,1479,564,0.000,0.000,115
1,460,1479,564,0.000,0.000,92
1,461,1479,564,0.000,0.000,97
1,462,1479,564,0.000,0.000,95
1,463,1479,564,0.000,0.000,87
1,464,1479,564,0.000,0.000,87
1,465,1479,564,0.000,0.000,87
1,466,1479,564,0.000,0.000,93
1,467,1479,564,0.000,0.000,97
1,468,1479,564,0.000,0.000,100
1,469,1479,564,0.000,0.000,108
1,470,1479,564,0.000,0.000,110
1,471,1479,564,0.000,0.000,116
1,472,1479,564,0.000,0.000,115
1,473,1479,564,0.000,0.000,119
1,474,1479,564,0.000,0.000,125
1,475,1479,564,0.000,0.000,123
1,476,1491,555,1.935,0.968,103
1,477,1491,555,0.000,0.000,101
1,478,1491,555,0.000,0.000,108
1,479,1491,555,0.000,0.000,110
1,480,1491,555,0.000,0.000,103
1,481,1491,555,0.000,0.000,110
1,482,1491,555,0.000,0.000,119
1,483,1491,555,0.000,0.000,116
1,484,1491,555,0.000,0.000,118
1,485,1491,555,0.000,0.000,116
1,486,1491,555,0.000,0.000,113
1,487,1509,540,3.023,1.511,97
1,488,1509,540,0.000,0.000,95
1,489,1509,540,0.000,0.000,103
1,490,1509,540,0.000,0.000,107
1,491,1509,540,0.000,0.000,127
1,492,1509,540,0.000,0.000,127
1,493,1509,540,0.000,0.000,83
1,494,1503,492,6.240,3.120,137
1,495,1503,492,0.000,0.000,132
1,496,1503,492,0.000,0.000,96
1,497,1512,441,6.681,3.340,113
1,498,1512,441,0.000,0.000,122
1,499,1512,441,0.000,0.000,116
1,500,1512,441,0.000,0.000,116
1,501,1512,441,0.000,0.000,111
1,502,1491,441,2.709,1.355,125
1,503,1491,441,0.000,0.000,123
1,504,1491,441,0.000,0.000,123
1,505,1491,441,0.000,0.000,130
1,506,1491,441,0.000,0.000,132
1,507,1476,441,1.935,0.968,125
1,508,1476,441,0.000,0.000,128
1,509,1476,441,0.000,0.000,125
1,510,1476,441,0.000,0.000,130
1,511,1476,441,0.000,0.000,125
1,512,1476,441,0.000,0.000,132
1,513,1485,471,4.040,2.020,92
1,514,1485,471,0.000,0.000,98
1,515,1485,471,0.000,0.000,90
1,516,1485,471,0.000,0.000,101
1,517,1485,471,0.000,0.000,103
1,518,1485,471,0.000,0.000,101
1,519,1485,471,0.000,0.000,97
1,520,1485,471,0.000,0.000,85
1,521,1485,471,0.000,0.000,87
1,522,1485,471,0.000,0.000,90
1,523,1485,471,0.000,0.000,95
1,524,1485,471,0.000,0.000,98
1,525,1485,471,0.000,0.000,99
1,526,1485,471,0.000,0.000,103
1,527,1485,471,0.000,0.000,105
1,528,1485,471,0.000,0.000,120
